1.135692126716315448e-01,1.792674214468811256e-01,1.393379460574597356e-02,2.285101069477160629e-01,1.553919543225896482e-01,3.042439617586783496e-01,6.234760862862136904e-02,3.121830754715857470e-01,9.876872714316864421e-02,7.251817192063714224e-02,7.745384621407716552e-02,-1.708727499282594042e-01,-5.047888626125353329e-03,2.631190497456817878e-01,-1.231078521123253611e-02,-3.270803620471542938e-01
9.800852868878044688e-02,1.306635473464829167e-01,-1.192992366388587189e-01,3.054383532722648731e-01,1.217358614639878212e-01,2.603167689916000005e-01,1.159369884025747421e-01,2.381402908377562300e-01,1.158638546054119867e-01,-2.727325203290855565e-02,9.910408247397596571e-02,-1.922150996972322168e-01,9.118746046329451183e-02,1.908142373590672736e-01,7.889737728540910378e-02,-3.405489631321659827e-01
6.259277801578747025e-02,1.665221608569484035e-01,-9.839372499003282146e-02,2.553567416614943575e-01,1.263035604256858013e-01,2.797725166142652209e-01,7.799753735981665437e-02,3.304870393236475357e-01,1.202177845394092892e-01,4.126978684694768834e-02,1.006934262964218063e-01,-1.520059554172968341e-01,3.032222944491348715e-02,2.503343870029772211e-01,3.429887758234058392e-02,-3.420702146698055834e-01
6.267821598623460333e-02,2.001103184245054123e-01,-1.161869827186822607e-01,3.018912712211744287e-01,7.252144788546736887e-02,2.561608994351163848e-01,1.292562894541203211e-01,2.543097668180414050e-01,1.122532280940072291e-01,-1.919716096101035940e-02,5.110074977478550745e-02,-1.322205010862864405e-01,7.451345810813514436e-02,1.870241547390065207e-01,5.227874565078483721e-02,-3.520569291106777077e-01
4.890736423600446081e-03,1.085764452437173316e-01,-1.843405633807851662e-01,2.426552036632660947e-01,1.845383839707055718e-02,2.501260520107181362e-01,7.437554159809250942e-02,3.148816557958387663e-01,1.440257033927416774e-01,-5.729729850083249698e-02,6.307318345494575262e-02,-1.606782137496354235e-01,9.597987033261684564e-02,1.659779078165352084e-01,2.671136153569782928e-02,-3.337934543190401726e-01
1.115717557431416262e-01,1.679816790821967720e-01,-2.974393180060089931e-02,2.616187029234237071e-01,2.040207040571825059e-01,2.552854929895010394e-01,8.959058788012831676e-02,3.542728983023059608e-01,1.209754325200257663e-01,-3.032768527846353007e-02,1.364787627792915792e-01,-1.963061881360143590e-01,1.041543926578103879e-01,2.589384113583613201e-01,3.396980817894791616e-02,-3.188992004381807077e-01
1.034299882572754237e-01,1.735945487230646511e-01,-4.252326932447077212e-02,3.118889898478849343e-01,1.017688912222305120e-01,3.160281488552872386e-01,2.944441821716374530e-02,2.883378911191014082e-01,7.024515428994559940e-02,-3.570397352825118581e-02,2.676886811905913530e-02,-1.241374998778129179e-01,1.136975316037246511e-02,1.670520299482635695e-01,7.371615852842065830e-03,-2.980213813060864081e-01
9.877079597376194064e-02,1.799317567350155467e-01,-1.270228100281999006e-02,3.103107299146779519e-01,8.560040492027240489e-02,3.119107458693732293e-01,4.018200706609945105e-02,3.141834217391704098e-01,9.189533400832218535e-02,4.980080231739163199e-02,4.941899781907161532e-02,-1.620109058608507069e-01,1.128746834771565677e-02,2.293373207681938530e-01,2.142334596273810787e-03,-3.176157959913650797e-01
7.198977230275643846e-02,9.954114334100888639e-02,-9.978541907753027407e-02,2.945467357227874450e-01,6.361804609625867912e-02,2.679198013955241819e-01,7.961063701188664243e-02,2.953387016465298665e-01,1.438555820501661309e-01,4.477335953503547988e-02,9.213724675126369612e-02,-1.342036073117879869e-01,4.414784504597710213e-02,1.669026187274263440e-01,4.971568127433537848e-02,-3.558748471380818179e-01
5.007140074072088942e-02,9.944919835107909889e-02,-1.502111339962968473e-01,2.185298062505852956e-01,2.730047983162085107e-02,2.477735347139726207e-01,1.783590293659071194e-02,3.132274412195444335e-01,1.463389509952429390e-01,-5.505283799702455350e-02,6.817904891948145529e-02,-1.646273348457001351e-01,8.457921965802403519e-02,1.615963559975016894e-01,-1.092894591947756941e-03,-3.251621069059710822e-01
3.408793523422695704e-02,5.432371613186265380e-02,-6.682126094769588742e-02,3.150608513908312869e-01,5.531804252672523070e-02,2.278069076945802574e-01,9.274870715538584276e-02,2.364886054205572741e-01,1.041884898503809415e-01,-7.654830471833542344e-03,4.045174278997069189e-02,-2.235069294267016671e-01,7.457711467132556449e-02,1.798914727371279665e-01,5.409086837733398379e-02,-3.543030732128011340e-01
1.422663061409035756e-01,9.619980435437174016e-02,-1.258975895337691997e-01,2.207005371774357350e-01,1.009661243479244574e-01,2.449743835367722000e-01,1.278420165922800056e-01,2.459214790398881745e-01,1.643262608362397736e-01,7.721874212001812038e-03,7.496130082043499232e-02,-1.313443230657319050e-01,7.317659459109976394e-02,2.237567763367998008e-01,5.050100502508084177e-02,-3.480775573195692418e-01
7.725654945995420742e-02,1.321780856927980974e-01,-1.110286243514085197e-01,3.132226093974946335e-01,6.749717442359132180e-02,2.709403168754477842e-01,4.014422129985069365e-02,2.669091396011611383e-01,1.112419298218983305e-01,-1.859169277861238978e-02,5.139252994144051512e-02,-1.355858721531688349e-01,6.737878537528596556e-02,2.026834824391142431e-01,1.068689044928649856e-01,-3.396603247828045014e-01
8.543364775012703138e-02,1.141111709887277781e-01,-1.392200274212232192e-01,2.389562215888039465e-01,4.330789325669157780e-02,2.946830926934749240e-01,6.276595832861142643e-02,2.953678751411546455e-01,1.886190987593906188e-01,4.663953671785226601e-03,8.518085629802793490e-02,-1.570385051057707482e-01,9.071150582083528646e-02,1.933181260738541241e-01,2.974911612050384208e-02,-2.852542838817600512e-01
1.438352396325235094e-01,1.319238389421092117e-01,-3.776109747753556706e-02,2.562507800308678196e-01,1.912538209932855282e-01,2.747499411402903324e-01,5.276890656151370096e-02,3.257200712541143961e-01,6.327318482283197931e-02,5.936683306106652069e-02,3.284529963256367646e-02,-1.854351533094538151e-01,-2.254749370125925384e-02,2.148681829481502159e-01,3.166994641113209108e-02,-3.396686400349355206e-01
9.016606045130504121e-02,1.420692584697959004e-01,-1.077665605729099529e-01,2.625609696979821495e-01,1.138557584322063276e-01,2.486840517002480155e-01,1.059024270993349365e-02,3.342775886731726431e-01,9.601364840064108286e-02,1.082794803835760572e-02,6.543616116014923378e-02,-1.856762662521115326e-01,5.754989827412117925e-02,1.740061486719554906e-01,2.825867323415045748e-02,-3.106226241830654655e-01
7.402887609993064055e-02,1.444763915024669110e-01,-3.698399303861957949e-02,2.858754670521388430e-01,1.005228252106742104e-01,2.636982052304912560e-01,2.165402473291582960e-02,2.857690528239229533e-01,1.083930497999392728e-01,6.059038091333049381e-02,1.029773445429460338e-01,-1.669223357459211909e-01,5.446716930591471995e-02,1.933106531800426187e-01,1.350984692452258246e-02,-3.582580658910017313e-01
5.980574265267901007e-02,1.174547973254658761e-01,-1.254273569424293744e-01,2.722174089619195936e-01,1.079867543020766735e-01,2.620563774105642563e-01,6.627658806165737104e-02,2.784329902706020321e-01,9.632472943317652025e-02,5.914190347141141946e-02,4.186421179026383887e-02,-1.117188811212283389e-01,5.548136633000123191e-02,2.549899289937307412e-01,1.231810766365072363e-01,-3.474465013260025215e-01
3.026264336040723757e-02,1.454506876228698897e-01,-1.851249052341548129e-01,2.633975033049733572e-01,8.445622177403480646e-02,2.688175755813587697e-01,1.180521061767031005e-01,2.671767345798718996e-01,5.498519779750583869e-02,2.389368019337424418e-02,4.351135538715541345e-02,-1.561251557295904313e-01,5.636653974252932298e-02,1.915484330279272895e-01,-2.151850460325076958e-02,-3.577965867917113352e-01
1.019608567909505714e-01,1.234178043845289702e-01,-1.266276374722239695e-01,2.351621504409701913e-01,1.003775193986158332e-01,2.592629330258358622e-01,1.590158756560753617e-01,2.418026010917133928e-01,5.475713468496025416e-02,-4.362633385493881744e-02,5.001393613553559159e-02,-1.526216624294246260e-01,4.328594991202414782e-02,2.110057156936415157e-01,6.839886397552057129e-02,-3.493542849962222308e-01
8.967350773090541904e-02,1.130639620917905513e-01,-1.455429640231458988e-01,2.948830633081133135e-01,1.299706897601922706e-01,2.986456758028337433e-01,6.873063649459403013e-02,2.822559325062521940e-01,1.337248901742381646e-01,3.317877150210677556e-02,3.933246079607320700e-02,-9.144941324230365653e-02,9.527129009589575814e-02,2.105702338442642374e-01,7.631811550440142922e-02,-3.116921113374973573e-01
1.477859652469830642e-01,1.185700862515474963e-01,-1.244232028706122595e-01,3.050462873562067578e-01,1.643305885266292399e-01,2.919399567753551694e-01,2.764285526408851931e-02,3.448342112039527452e-01,8.905725105410156051e-02,9.120275657230260402e-02,9.652340994152235065e-02,-1.275275658844720605e-01,4.038317356796300439e-02,2.564233086646423021e-01,3.174431221067688935e-02,-2.980729155092547988e-01
8.630093642234645812e-02,1.636695818472001795e-01,-4.355485272774527877e-02,2.598910975122704636e-01,6.571118725259905702e-02,2.373289236380785039e-01,1.733144688306339012e-02,3.404182493900301254e-01,6.550156643492319186e-02,-4.917593529277208830e-02,1.245867748032944422e-02,-1.406709266998903696e-01,1.223157144300049751e-02,2.279690080069595171e-01,6.311377473380355707e-02,-3.216650407353245922e-01
8.500018324972355432e-02,1.600565028544338742e-01,-8.091489791789062413e-02,2.965196246669249969e-01,1.023452545003208092e-01,2.697882493574594309e-01,5.599396553503037388e-02,3.139785481283506319e-01,4.260996117277887629e-02,-4.140523298008599862e-02,-8.700636945960123908e-03,-1.332070814418355453e-01,-8.092086922857649745e-03,1.777858471491739478e-01,5.540947460792745860e-02,-3.469577832939615969e-01
1.031563476359736026e-01,1.504134756970199882e-01,-1.470158849566922388e-01,2.764070403135006626e-01,1.203100406555175639e-01,2.746728464463499275e-01,1.860216157208181564e-01,2.645075187247883930e-01,1.086772822956822010e-01,6.625878803401853701e-02,2.821624044504069187e-02,-1.353114576687931281e-01,4.291513123498200827e-02,2.430997483015284455e-01,3.407222199151616060e-02,-3.341339477570792749e-01
1.197461898606409919e-01,1.261455341748713987e-01,-2.658306361277517488e-03,2.499563429897650180e-01,1.471037689235283608e-01,2.996845087995320678e-01,1.014466482493553284e-01,2.844860523199112534e-01,9.241890472681142665e-02,1.015894471281570677e-01,4.895878087952548058e-02,-2.390157489698784554e-01,1.419786965352875380e-02,1.980698011415080173e-01,-4.620358482775331621e-03,-3.299343429957675156e-01
5.014633635376188059e-02,2.625817106837838866e-01,-8.094661362247350389e-02,2.614368079849302418e-01,8.718980446498816872e-02,3.371560448019000900e-01,9.236012900656842550e-02,3.540111529853701700e-01,5.745365641167332615e-02,7.970976635231616370e-02,-3.302429246779119143e-02,-7.038706804987446275e-02,-3.757138368872008777e-02,2.853443897060951029e-01,2.718132315316139358e-02,-3.273182625814939350e-01
4.000081621771454932e-02,1.089872851719188573e-01,-1.727793155829905614e-01,2.836412184305454054e-01,7.751574778399412946e-02,2.697679914596887718e-01,7.183132545545437009e-02,2.661841018693478778e-01,1.314989594207573997e-01,8.984341010378631143e-02,1.012185531144033368e-01,-9.644102462878331727e-02,6.633581441724409333e-02,2.080563720889868073e-01,3.899617659781295237e-02,-3.603681703747554921e-01
1.152764639347484271e-01,1.352907286102954798e-01,-8.790784107624916022e-02,3.591331445013455359e-01,1.352449177325012464e-01,3.196816261283808025e-01,8.119331187326969679e-02,2.990360109449947124e-01,9.003831268508408203e-02,4.437425308226950610e-02,1.190199968531158170e-02,-1.417372010027108942e-01,5.314989266093191056e-02,2.198657330959645217e-01,6.754362707530164878e-02,-3.125895794221484336e-01
7.346262230598751830e-02,1.630071868816521941e-01,-1.574791325205470716e-01,2.651722491037974971e-01,8.424677567687018087e-02,3.049118228997169666e-01,1.288070403520472640e-01,2.771400897890410886e-01,1.583590008955567952e-01,-2.336432117045991394e-02,7.275832916599689684e-03,-1.453632242019551879e-01,6.504957403738072241e-02,1.996523900772924631e-01,4.955927080932773926e-02,-3.210652601971459297e-01
6.775146165006940002e-02,2.132983246336616623e-01,-7.667078215194299273e-02,2.987798233586171914e-01,6.087487207641030518e-02,2.875876054336481968e-01,8.019663707295898725e-02,3.402848404313825736e-01,7.495078149581729798e-02,4.313475529647849832e-02,6.105019739132399106e-03,-1.086110915311358088e-01,-6.562765825006880438e-03,2.450084415209356770e-01,2.271348227099627415e-02,-3.212871496021375006e-01
4.260534984252460633e-02,1.359112304145248529e-01,-5.970389185461165427e-02,2.686746385381139079e-01,3.891646112511678440e-02,2.939926546091762294e-01,2.665437380583152160e-02,3.130102389879208524e-01,1.064145652231372474e-01,-1.256540879016148152e-02,-5.151133728998547739e-03,-1.475334243710294813e-01,8.610948378097432049e-03,2.075528386635945854e-01,-1.203814093582402864e-02,-3.499391046823336904e-01
6.614993178504575966e-02,1.314424570787610103e-01,-1.680874626366507807e-01,2.323644832821044337e-01,6.548086001556412128e-02,2.607502564039652082e-01,1.674676670231954878e-01,2.903660618417067685e-01,1.123876100721759030e-01,-4.910423453098729241e-02,5.709204995845938019e-02,-1.803745356556686330e-01,6.491704820537995413e-02,1.939566300542400479e-01,1.992727011149720423e-02,-3.815319841784894361e-01
6.570416822485802832e-02,1.620150690272171012e-01,-6.357305883565390892e-02,2.799145676808441618e-01,5.553715824658690681e-02,2.769825557183405174e-01,1.314143089684033927e-01,3.241769992053558092e-01,1.358901587011020484e-01,5.868908742313697080e-02,6.523631284344628967e-02,-1.064131881104654342e-01,9.857419018698355961e-02,2.423204634325648310e-01,7.716261587647360587e-02,-2.701021318012569727e-01
